ens_gene,Symbol,Uniq_syms,entrez,Gene_name,baseMean,log2FoldChange,lfcSE,pvalue,padj
Ap2a2,Ap2a2,Ap2a2,11772,"adaptor-related protein complex 2, alpha 2 subunit",1794.279621,0.015243484,0.053511971,0.647853897,0.939061645
ENSMUSG00000105965.1,NA,ENSMUSG00000105965.1,NA,NA,7.940366322,-0.00478887,0.091086963,0.647870752,NA
Chchd5,Chchd5,Chchd5,66170,coiled-coil-helix-coiled-coil-helix domain containing 5,724.9879006,-0.012063939,0.066716295,0.647909366,0.939061645
Txndc17,Txndc17,Txndc17,52700,thioredoxin domain containing 17,2874.687486,0.01470262,0.057244653,0.647934354,0.939061645
Kifc3,Kifc3,Kifc3,16582,kinesin family member C3,15.03585468,0.006242023,0.086235242,0.64806126,NA
Pspn,Pspn,Pspn,19197,persephin,2.071966583,-0.00315485,0.096780242,0.648094314,NA
ENSMUSG00000054779.5,NA,ENSMUSG00000054779.5,NA,NA,2.77020913,-0.003402776,0.095894522,0.648104062,NA
Ampd2,Ampd2,Ampd2,109674,adenosine monophosphate deaminase 2,993.907132,0.014897787,0.056058563,0.648209894,0.93928384
ENSMUSG00000115121.1,NA,ENSMUSG00000115121.1,NA,NA,1.322924938,0.002312513,0.099836009,0.648231165,NA
ENSMUSG00000113853.1,NA,ENSMUSG00000113853.1,NA,NA,95.33126886,-0.009671899,0.074301553,0.648302632,0.93928384
ENSMUSG00000111131.1,NA,ENSMUSG00000111131.1,NA,NA,60.66595609,-0.009567238,0.074658351,0.648319386,0.93928384
Smim19,Smim19,Smim19,102032,small integral membrane protein 19,453.9473419,0.013813019,0.06098683,0.648390757,0.93928384
Alox15,Alox15,Alox15,11687,arachidonate 15-lipoxygenase,1.522677361,0.002060087,0.100824236,0.648420077,NA
4930515G01Rik,4930515G01Rik,4930515G01Rik,67642,RIKEN cDNA 4930515G01 gene,60.99146816,-0.007924638,0.080418209,0.648534544,0.939382357
Gm22362,Gm22362,Gm22362,115486329,"predicted gene, 22362",12.49197205,-0.006164949,0.086456433,0.648558572,NA
ENSMUSG00000110773.1,NA,ENSMUSG00000110773.1,NA,NA,25.07176314,0.006855057,0.084128213,0.648598018,NA
Tlr2,Tlr2,Tlr2,24088,toll-like receptor 2,70.79711309,0.008601352,0.077993574,0.648784355,0.939515235
Arhgap30,Arhgap30,Arhgap30,226652,Rho GTPase activating protein 30,10528.49363,-0.015106169,0.054333026,0.648897397,0.939515235
ENSMUSG00000098043.1,NA,ENSMUSG00000098043.1,NA,NA,9.080359296,-0.001967572,0.101199851,0.648979599,NA
Cdk2,Cdk2,Cdk2,12566,cyclin dependent kinase 2,1135.411494,0.013480639,0.062080159,0.648980477,0.939515235
Trbv24,Trbv24,Trbv24,100124689,"T cell receptor beta, variable 24",1.954449655,0.002738952,0.098239596,0.649034108,NA
Or12d12,Or12d12,Or12d12,258831,olfactory receptor family 12 subfamily D member 12,16.43316992,-0.005464774,0.088752064,0.649063076,NA
Mms19,Mms19,Mms19,72199,MMS19 cytosolic iron-sulfur assembly component,2398.467704,-0.01513741,0.053989122,0.649065603,0.939515235
Pld6,Pld6,Pld6,194908,phospholipase D family member 6,1.401841174,-0.002022692,0.10095911,0.649110159,NA
Sec14l1,Sec14l1,Sec14l1,74136,SEC14-like lipid binding 1,904.8532873,-0.012107701,0.066440426,0.649111275,0.939515235
Cwc22,Cwc22,Cwc22,80744,CWC22 spliceosome-associated protein,2080.811172,0.013846651,0.06074602,0.649111504,0.939515235
Ogfr,Ogfr,Ogfr,72075,opioid growth factor receptor,1202.678401,0.01425159,0.059109906,0.649199865,0.939515235
Fhod3,Fhod3,Fhod3,225288,formin homology 2 domain containing 3,1.288344621,0.0022548,0.10002453,0.64923001,NA
S100z,S100z,S100z,268686,"S100 calcium binding protein, zeta",1.323268149,-0.002220718,0.100155919,0.649242907,NA
Otulin,Otulin,Otulin,432940,OTU deubiquitinase with linear linkage specificity,3171.629399,0.015047889,0.054676646,0.649249504,0.939515235
Car13,Car13,Car13,71934,carbonic anhydrase 13,2.942054033,0.003556767,0.095292905,0.649284558,NA
ENSMUSG00000106019.1,NA,ENSMUSG00000106019.1,NA,NA,252.4727273,-0.009439999,0.074988828,0.649308408,0.939515235
ENSMUSG00000106241.1,NA,ENSMUSG00000106241.1,NA,NA,2.836085203,0.003198475,0.096573217,0.649322967,NA
ENSMUSG00000087004.1,NA,ENSMUSG00000087004.1,NA,NA,7.22894012,-0.003905246,0.09405198,0.649405059,NA
Rtn2,Rtn2,Rtn2,20167,reticulon 2 (Z-band associated protein),19.17617809,-0.006432295,0.08549488,0.649439214,NA
ENSMUSG00000114302.1,NA,ENSMUSG00000114302.1,NA,NA,54.58446431,-0.008485949,0.078336037,0.649441276,0.939597813
Mir7651,Mir7651,Mir7651,102465759,microRNA 7651,2.389285989,-0.002815335,0.097946849,0.649481821,NA
ENSMUSG00000098146.1,NA,ENSMUSG00000098146.1,NA,NA,20.04807034,-0.00634772,0.085774296,0.649510751,NA
ENSMUSG00000096751.3,NA,ENSMUSG00000096751.3,NA,NA,67.45438138,-0.008849604,0.077016287,0.649707674,0.939867317
Tmem80,Tmem80,Tmem80,71448,transmembrane protein 80,765.2487035,0.01172905,0.067520715,0.649779196,0.939867317
Zfp268,Zfp268,Zfp268,433801,zinc finger protein 268,297.8551115,-0.011209933,0.069099051,0.64999005,0.940062613
ENSMUSG00000115099.1,NA,ENSMUSG00000115099.1,NA,NA,2.734321676,0.003212568,0.096490918,0.650080452,NA
ENSMUSG00000114095.1,NA,ENSMUSG00000114095.1,NA,NA,15.62783873,0.006132644,0.086454063,0.650090711,NA
ENSMUSG00000097784.1,NA,ENSMUSG00000097784.1,NA,NA,19.61613751,0.006596709,0.084883849,0.650148748,NA
Slc4a10,Slc4a10,Slc4a10,94229,"solute carrier family 4, sodium bicarbonate cotransporter-like, member 10",54.80901953,0.008163756,0.079409294,0.650179282,0.940215199
Gm18755,Gm18755,Gm18755,100417674,opioid growth factor receptor-like 1 pseudogene,13.6534386,-0.005681964,0.087954566,0.650184251,NA
B230208H11Rik,B230208H11Rik,B230208H11Rik,320273,RIKEN cDNA B230208H11 gene,70.10016433,0.008940192,0.076638107,0.650247249,0.940215199
Tac4,Tac4,Tac4,93670,tachykinin 4,4.9166722,0.004195928,0.092981068,0.650419557,NA
Lrrc45,Lrrc45,Lrrc45,217366,leucine rich repeat containing 45,993.9843908,0.014422082,0.058056737,0.650574559,0.940559138
Syt6,Syt6,Syt6,54524,synaptotagmin VI,110.0686075,-0.01002755,0.072838817,0.650636867,0.940559138
Gfral,Gfral,Gfral,404194,GDNF family receptor alpha like,2.247803914,0.002947629,0.097422798,0.650679679,NA
9330159M07Rik,9330159M07Rik,9330159M07Rik,319673,RIKEN cDNA 9330159M07 gene,2.483192347,-0.002813421,0.097906158,0.650762591,NA
Shkbp1,Shkbp1,Shkbp1,192192,Sh3kbp1 binding protein 1,1155.552286,0.014450871,0.057868419,0.650794478,0.94056711
ENSMUSG00000096192.2,NA,ENSMUSG00000096192.2,NA,NA,5.391307856,-0.004221463,0.092871042,0.650817389,NA
S100b,S100b,S100b,20203,"S100 protein, beta polypeptide, neural",3.37907727,-0.003590472,0.095098035,0.650901595,NA
Copg1,Copg1,Copg1,54161,"coatomer protein complex, subunit gamma 1",4359.522259,0.015283011,0.047905241,0.65090954,0.94056711
Map9,Map9,Map9,213582,microtubule-associated protein 9,4.740410594,0.003225192,0.096409444,0.650935465,NA
Gm6034,Gm6034,Gm6034,547347,predicted gene 6034,17.40823268,0.005692979,0.087864261,0.650981266,NA
Eno2,Eno2,Eno2,13807,"enolase 2, gamma neuronal",4.561476981,0.004056221,0.093436035,0.651082506,NA
Comp,Comp,Comp,12845,cartilage oligomeric matrix protein,15.78718125,-0.006334493,0.085698139,0.651123499,NA
Zfp583,Zfp583,Zfp583,213011,zinc finger protein 583,32.53980038,0.007873042,0.080351764,0.651132696,0.94056711
Gprc5c,Gprc5c,Gprc5c,70355,"G protein-coupled receptor, family C, group 5, member C",2.423241703,-0.002699246,0.098307274,0.651159232,NA
ENSMUSG00000086507.1,NA,ENSMUSG00000086507.1,NA,NA,1.571490229,-0.002403944,0.099395054,0.651209332,NA
Zfp820,Zfp820,Zfp820,75424,zinc finger protein 820,2.760764418,0.002493804,0.099057902,0.65128111,NA
ENSMUSG00000081553.1,NA,ENSMUSG00000081553.1,NA,NA,3.717511703,0.003971634,0.093720312,0.651355315,NA
ENSMUSG00000105692.1,NA,ENSMUSG00000105692.1,NA,NA,80.64949785,0.008384952,0.078494215,0.651414899,0.94056711
ENSMUSG00000118499.1,NA,ENSMUSG00000118499.1,NA,NA,10.61037668,-0.005051191,0.08999051,0.651436692,NA
Pdzd4,Pdzd4,Pdzd4,245469,PDZ domain containing 4,15.71546769,0.006366697,0.085565075,0.651441595,NA
Rln3,Rln3,Rln3,212108,relaxin 3,18.0857296,-0.006759278,0.084224465,0.651454673,NA
Gm16124,Gm16124,Gm16124,102636154,predicted gene 16124,77.76431802,0.008831454,0.07689485,0.65145665,0.94056711
Slc6a19os,Slc6a19os,Slc6a19os,71390,"solute carrier family 6 (neurotransmitter transporter), member 19, opposite strand",1.368303062,0.002189085,0.100209696,0.651458492,NA
ENSMUSG00000111324.1,NA,ENSMUSG00000111324.1,NA,NA,2.006670115,-0.002673975,0.098388308,0.651474619,NA
Cbx6,Cbx6,Cbx6,494448,chromobox 6,583.7836659,0.013646708,0.061106919,0.651496833,0.94056711
Cacna1g,Cacna1g,Cacna1g,12291,"calcium channel, voltage-dependent, T type, alpha 1G subunit",1.421887714,0.002034801,0.100833395,0.651505748,NA
Igf1,Igf1,Igf1,16000,insulin-like growth factor 1,48.14798571,0.005657602,0.087946958,0.651514634,0.94056711
Grk5,Grk5,Grk5,14773,G protein-coupled receptor kinase 5,97.43985945,-0.010210104,0.07212995,0.65153822,0.94056711
Pes1,Pes1,Pes1,64934,pescadillo ribosomal biogenesis factor 1,2220.36384,0.013193246,0.06268651,0.651582992,0.94056711
ENSMUSG00000117557.1,NA,ENSMUSG00000117557.1,NA,NA,10.09063625,0.005181822,0.089539656,0.651598848,NA
Neurl2,Neurl2,Neurl2,415115,neuralized E3 ubiquitin protein ligase 2,45.1246539,-0.008322494,0.078690753,0.651681018,0.94056711
Gm14325,Gm14325,Gm14325,329575,predicted gene 14325,57.63381443,-0.009087963,0.075959126,0.651701757,0.94056711
Tesmin,Tesmin,Tesmin,17771,testis expressed metallothionein like,4.215651469,-0.004062098,0.093380408,0.651762496,NA
Nat8l,Nat8l,Nat8l,269642,N-acetyltransferase 8-like,1.857965769,0.002149642,0.100354675,0.6518161,NA
Pus1,Pus1,Pus1,56361,pseudouridine synthase 1,433.6899319,-0.014091675,0.059298287,0.651820155,0.94056711
Mthfd1l,Mthfd1l,Mthfd1l,270685,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like,977.7707615,0.014583769,0.056932128,0.651825309,0.94056711
Cbx4,Cbx4,Cbx4,12418,chromobox 4,1317.977945,0.013741192,0.060681804,0.65194294,0.94056711
ENSMUSG00000084830.2,NA,ENSMUSG00000084830.2,NA,NA,26.42423855,0.007217292,0.082594234,0.651946902,NA
Fgd6,Fgd6,Fgd6,13998,"FYVE, RhoGEF and PH domain containing 6",437.2231235,0.011443502,0.068147992,0.651958296,0.94056711
Pogk,Pogk,Pogk,71592,pogo transposable element with KRAB domain,2687.520222,0.012806258,0.063896041,0.652046598,0.94056711
Nudt2,Nudt2,Nudt2,66401,nudix hydrolase 2,118.3779316,0.008526482,0.077918997,0.652075242,0.94056711
Wls,Wls,Wls,68151,wntless WNT ligand secretion mediator,562.8948736,-0.013068164,0.063024666,0.652159982,0.94056711
Wdpcp,Wdpcp,Wdpcp,216560,WD repeat containing planar cell polarity effector,11.04782615,0.004643804,0.091331276,0.652233575,NA
Unkl,Unkl,Unkl,74154,unkempt family like zinc finger,779.5565176,0.012189851,0.065802637,0.652313391,0.94056711
ENSMUSG00000109008.2,NA,ENSMUSG00000109008.2,NA,NA,2.937326491,0.003227122,0.096342276,0.652355033,NA
ENSMUSG00000109282.1,NA,ENSMUSG00000109282.1,NA,NA,8.472801438,-0.004670171,0.091230495,0.652412031,NA
Phlpp2,Phlpp2,Phlpp2,244650,PH domain and leucine rich repeat protein phosphatase 2,196.6980767,-0.010864296,0.069909791,0.652420835,0.94056711
Gm2606,Gm2606,Gm2606,100040109,glyceraldehyde-3-phosphate dehydrogenase pseudogene,6.911775632,-0.0045307,0.091707885,0.6524646,NA
ENSMUSG00000087356.1,NA,ENSMUSG00000087356.1,NA,NA,2.109351235,-0.002679608,0.098329085,0.652549233,NA
Rpl21-ps3,Rpl21-ps3,Rpl21-ps3,432665,"ribosomal protein L21, pseudogene 3",12.99532838,-0.005358606,0.088881034,0.65259427,NA
ENSMUSG00000112152.1,NA,ENSMUSG00000112152.1,NA,NA,10.64891047,-0.004603331,0.091448065,0.652628219,NA
Mettl27,Mettl27,Mettl27,79565,methyltransferase like 27,95.64888449,0.008266002,0.078797006,0.652628798,0.94056711
Aldh2,Aldh2,Aldh2,11669,"aldehyde dehydrogenase 2, mitochondrial",50.00993391,-0.00648418,0.085069989,0.6526809,0.94056711
Gm43403,Gm43403,Gm43403,108168904,predicted gene 43403,40.75947238,-0.00780221,0.080451894,0.652718714,0.94056711
ENSMUSG00000111246.1,NA,ENSMUSG00000111246.1,NA,NA,16.68328408,0.006255465,0.085844515,0.652745867,NA
4930539J05Rik,4930539J05Rik,4930539J05Rik,319587,RIKEN cDNA 4930539J05 gene,9.84035058,-0.005195254,0.089417801,0.652826644,NA
Gm15730,Gm15730,Gm15730,108169022,60S ribosomal protein L27 pseudogene,28.87118646,0.007137248,0.082797233,0.652833237,NA
ENSMUSG00000118439.1,NA,ENSMUSG00000118439.1,NA,NA,14.08659493,-0.00582013,0.087304276,0.652924976,NA
Gm4691,Gm4691,Gm4691,100043853,glyceraldehyde-3-phosphate dehydrogenase pseudogene,4.32170731,-0.003840526,0.094103369,0.653004291,NA
2810021J22Rik,2810021J22Rik,2810021J22Rik,69944,RIKEN cDNA 2810021J22 gene,290.2556361,-0.012889111,0.063493228,0.653054338,0.94056711
Tnfrsf1a,Tnfrsf1a,Tnfrsf1a,21937,"tumor necrosis factor receptor superfamily, member 1a",559.3880253,-0.013714766,0.060586172,0.653133662,0.94056711
Atp13a1,Atp13a1,Atp13a1,170759,ATPase type 13A1,3924.097465,0.015088873,0.052314673,0.653281872,0.94056711
Cenpw,Cenpw,Cenpw,66311,centromere protein W,702.5218382,0.012104112,0.065948339,0.653302289,0.94056711
ENSMUSG00000105896.1,NA,ENSMUSG00000105896.1,NA,NA,6.347188261,-0.004440064,0.091973449,0.653335619,NA
Zfp995,Zfp995,Zfp995,70081,zinc finger protein 995,235.7498556,0.011277648,0.068495728,0.653413006,0.94056711
Mapk8ip3,Mapk8ip3,Mapk8ip3,30957,mitogen-activated protein kinase 8 interacting protein 3,1907.030556,-0.013523556,0.061245236,0.65349198,0.94056711
Lsm3,Lsm3,Lsm3,67678,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated",1291.947118,0.013453116,0.061496138,0.653526814,0.94056711
Bcl2a1d,Bcl2a1d,Bcl2a1d,12047,B cell leukemia/lymphoma 2 related protein A1d,1045.011502,-0.013098661,0.062730554,0.653536585,0.94056711
Sik2,Sik2,Sik2,235344,salt inducible kinase 2,881.1163653,-0.01367237,0.060676558,0.653568055,0.94056711
Snx4,Snx4,Snx4,69150,sorting nexin 4,6271.172886,0.014256051,0.058197497,0.653626302,0.94056711
Blm,Blm,Blm,12144,"Bloom syndrome, RecQ like helicase",312.1199972,-0.010388191,0.071308158,0.653627748,0.94056711
Snd1,Snd1,Snd1,56463,staphylococcal nuclease and tudor domain containing 1,2916.660423,0.015109871,0.051626365,0.653719772,0.94056711
Med26,Med26,Med26,70625,mediator complex subunit 26,392.5420408,0.012403369,0.064961819,0.653724716,0.94056711
Hoxc6,Hoxc6,Hoxc6,15425,homeobox C6,1.580624014,0.002645973,0.09840938,0.653759393,NA
Aggf1,Aggf1,Aggf1,66549,angiogenic factor with G patch and FHA domains 1,1816.612156,-0.014989503,0.053276646,0.653768272,0.94056711
4930557K07Rik,4930557K07Rik,4930557K07Rik,78202,RIKEN cDNA 4930557K07 gene,9.722474628,-0.00531031,0.088968348,0.653777725,NA
Gm12758,Gm12758,Gm12758,100126229,predicted gene 12758,17.33901623,-0.005808122,0.087285411,0.653780361,NA
Mlst8,Mlst8,Mlst8,56716,"MTOR associated protein, LST8 homolog (S. cerevisiae)",467.2772572,-0.013698371,0.060540438,0.653787648,0.94056711
ENSMUSG00000097497.1,NA,ENSMUSG00000097497.1,NA,NA,4.010636712,0.003951071,0.0936689,0.653809554,NA
Dctn4,Dctn4,Dctn4,67665,dynactin 4,1796.969907,-0.014917539,0.05397995,0.653812259,0.94056711
Mrgpre,Mrgpre,Mrgpre,244238,"MAS-related GPR, member E",77.7989401,0.010037679,0.072441521,0.653876797,0.94056711
4933433G19Rik,4933433G19Rik,4933433G19Rik,71226,RIKEN cDNA 4933433G19 gene,128.5567789,-0.01098494,0.069359621,0.653893209,0.94056711
Haus1,Haus1,Haus1,225745,"HAUS augmin-like complex, subunit 1",715.2252919,0.010100487,0.072228159,0.653905169,0.94056711
Phf13,Phf13,Phf13,230936,PHD finger protein 13,1899.807327,0.012165226,0.065670451,0.654023145,0.94056711
ENSMUSG00000083505.1,NA,ENSMUSG00000083505.1,NA,NA,1.894988179,0.002432415,0.099193353,0.654057228,NA
ENSMUSG00000107277.1,NA,ENSMUSG00000107277.1,NA,NA,12.38566079,0.005024495,0.089917946,0.654113334,NA
Tmem18,Tmem18,Tmem18,211986,transmembrane protein 18,596.1353667,0.013628719,0.06075204,0.654120436,0.94056711
ENSMUSG00000104150.2,NA,ENSMUSG00000104150.2,NA,NA,2.070788143,0.003113236,0.09668241,0.654120547,NA
Zfp628,Zfp628,Zfp628,232816,zinc finger protein 628,163.1035191,-0.011150172,0.068808346,0.654162586,0.94056711
Ndufs6b,Ndufs6b,Ndufs6b,623286,NADH:ubiquinone oxidoreductase subunit S6B,17.62633751,-0.006290652,0.085617183,0.654173288,NA
ENSMUSG00000110258.1,NA,ENSMUSG00000110258.1,NA,NA,5.860574443,-0.003559798,0.095055866,0.654175008,NA
Spef1,Spef1,Spef1,70997,sperm flagellar 1,50.22179224,-0.007508213,0.081364319,0.654176699,0.94056711
Mip,Mip,Mip,17339,major intrinsic protein of lens fiber,6.936124074,-0.003942019,0.093681611,0.654194121,NA
Mbd5,Mbd5,Mbd5,109241,methyl-CpG binding domain protein 5,333.3300212,0.011904582,0.066455567,0.654226728,0.94056711
ENSMUSG00000089646.1,NA,ENSMUSG00000089646.1,NA,NA,2.454586042,-0.003111522,0.096682239,0.654275457,NA
Plxnb1,Plxnb1,Plxnb1,235611,plexin B1,15.90727134,0.005963994,0.086720964,0.654294575,NA
Mrtfa,Mrtfa,Mrtfa,223701,myocardin related transcription factor A,4937.131028,-0.014750536,0.055153257,0.654329462,0.94056711
ENSMUSG00000095281.1,NA,ENSMUSG00000095281.1,NA,NA,3.16784843,0.002979318,0.097162512,0.654358248,NA
Bcl2l13,Bcl2l13,Bcl2l13,94044,BCL2 like 13,1114.437032,-0.014871129,0.054170462,0.654360338,0.94056711
Mxra8,Mxra8,Mxra8,74761,matrix-remodelling associated 8,13.76770412,-0.006057621,0.086396397,0.654382391,NA
ENSMUSG00000106691.1,NA,ENSMUSG00000106691.1,NA,NA,1.921686397,0.002353244,0.099477994,0.654499257,NA
Rpl32-ps,Rpl32-ps,Rpl32-ps,19952,"ribosomal protein L32, pseudogene",25.17650398,-0.007128826,0.082676461,0.654555214,NA
Dbndd1,Dbndd1,Dbndd1,72185,dysbindin domain containing 1,15.11072273,-0.00614661,0.086068451,0.654718318,NA
Dnajb5,Dnajb5,Dnajb5,56323,DnaJ heat shock protein family (Hsp40) member B5,276.7494943,0.012280365,0.065220365,0.654750407,0.94088486
Spred2,Spred2,Spred2,114716,sprouty-related EVH1 domain containing 2,208.8901537,-0.011263971,0.068373237,0.654843949,0.94088486
Ints3,Ints3,Ints3,229543,integrator complex subunit 3,944.9036134,-0.012594776,0.064191933,0.654986367,0.94088486
Gm5040,Gm5040,Gm5040,268300,ribosomal protein L7A pseudogene,4.725390874,0.004230573,0.092615009,0.655019998,NA
Gls2,Gls2,Gls2,216456,"glutaminase 2 (liver, mitochondrial)",2.362151089,0.003280021,0.096033828,0.65504378,NA
Gm2710,Gm2710,Gm2710,108167606,high mobility group protein B1-like,3.323416498,-0.003232529,0.096207329,0.655045186,NA
Usp11,Usp11,Usp11,236733,ubiquitin specific peptidase 11,601.605452,-0.013553541,0.060882318,0.655067905,0.94088486
Cebpb,Cebpb,Cebpb,12608,CCAAT/enhancer binding protein beta,255.7764107,0.006510856,0.084790836,0.655070992,0.94088486
Fam240a,Fam240a,Fam240a,235634,family with sequence similarity 240 member A,1.364509727,0.00221074,0.100009558,0.65507745,NA
Gm9645,Gm9645,Gm9645,675537,ribosomal protein L7A pseudogene,11.00730503,-0.005218838,0.089195684,0.655083094,NA
ENSMUSG00000113431.1,NA,ENSMUSG00000113431.1,NA,NA,55.17678533,0.00919907,0.075194821,0.655102949,0.94088486
ENSMUSG00000097164.2,NA,ENSMUSG00000097164.2,NA,NA,111.9461838,0.007649088,0.080771713,0.655112716,0.94088486
Adh5,Adh5,Adh5,11532,"alcohol dehydrogenase 5 (class III), chi polypeptide",2826.089903,-0.014684555,0.055335,0.655217831,0.940926811
ENSMUSG00000112278.1,NA,ENSMUSG00000112278.1,NA,NA,27.8776876,0.007003253,0.083058297,0.65525414,NA
Gm13142,Gm13142,Gm13142,100041561,predicted gene 13142,4.067500895,0.004022214,0.093337529,0.655327463,NA
Plk2,Plk2,Plk2,20620,polo like kinase 2,22.11986048,-0.005422741,0.088485538,0.655343918,NA
Gm31108,Gm31108,Gm31108,102633311,"predicted gene, 31108",2.96677161,0.003556622,0.095011887,0.655358994,NA
Gm8995,Gm8995,Gm8995,668139,predicted gene 8995,13966.46643,-0.01472749,0.054941211,0.655442873,0.941139269
Pla2g4c,Pla2g4c,Pla2g4c,232889,"phospholipase A2, group IVC (cytosolic, calcium-independent)",9.202534913,-0.005257016,0.089041436,0.655464258,NA
Tsr1,Tsr1,Tsr1,104662,TSR1 20S rRNA accumulation,517.1908338,-0.012684944,0.063830459,0.655517623,0.941139269
Gm26361,Gm26361,Gm26361,115489865,"predicted gene, 26361",2.124166977,-0.003081089,0.096735239,0.655685763,NA
Mir6957,Mir6957,Mir6957,102466773,microRNA 6957,2.646411186,-0.002789386,0.097806762,0.655752003,NA
ENSMUSG00000108648.1,NA,ENSMUSG00000108648.1,NA,NA,28.99124558,-0.00669965,0.084061563,0.655982542,NA
1700008O03Rik,1700008O03Rik,1700008O03Rik,69349,RIKEN cDNA 1700008O03 gene,2.404356895,0.003133727,0.096526643,0.656049791,NA
Grin3a,Grin3a,Grin3a,242443,"glutamate receptor ionotropic, NMDA3A",4.673956885,0.003437742,0.095407548,0.656163062,NA
ENSMUSG00000115522.1,NA,ENSMUSG00000115522.1,NA,NA,7.531135748,-0.004715933,0.0908482,0.656278758,NA
Osbpl6,Osbpl6,Osbpl6,99031,oxysterol binding protein-like 6,1.480490336,-0.002402816,0.099229927,0.656293527,NA
ENSMUSG00000088707.1,NA,ENSMUSG00000088707.1,NA,NA,1.58877068,0.002518933,0.098791837,0.656304951,NA
ENSMUSG00000110301.1,NA,ENSMUSG00000110301.1,NA,NA,17.77241264,-0.00588905,0.086823569,0.656429101,NA
Tsc2,Tsc2,Tsc2,22084,TSC complex subunit 2,1352.686346,-0.014241398,0.057642335,0.65645655,0.942367796
Rab6a,Rab6a,Rab6a,19346,"RAB6A, member RAS oncogene family",1297.118417,-0.013425633,0.06110207,0.656685968,0.942367796
Ndufv2,Ndufv2,Ndufv2,72900,NADH:ubiquinone oxidoreductase core subunit V2,3476.405608,0.012762973,0.06340703,0.656762856,0.942367796
ENSMUSG00000110580.1,NA,ENSMUSG00000110580.1,NA,NA,19.05226663,-0.006651563,0.084163999,0.656782235,NA
Ccdc157,Ccdc157,Ccdc157,216516,coiled-coil domain containing 157,65.40322861,0.009421833,0.074217031,0.656856695,0.942367796
ENSMUSG00000114165.1,NA,ENSMUSG00000114165.1,NA,NA,5.075731803,-0.003906482,0.093671945,0.656883962,NA
Xkr6,Xkr6,Xkr6,219149,X-linked Kx blood group related 6,29.89261125,0.006444429,0.084876932,0.656892697,NA
Trub2,Trub2,Trub2,227682,TruB pseudouridine (psi) synthase family member 2,966.6468425,0.012523241,0.064170673,0.656917848,0.942367796
ENSMUSG00000086922.2,NA,ENSMUSG00000086922.2,NA,NA,202.3876814,0.011892008,0.066162409,0.656984573,0.942367796
Dstn,Dstn,Dstn,56431,destrin,1206.410563,0.014626454,0.05515651,0.657016056,0.942367796
Luc7l3,Luc7l3,Luc7l3,67684,LUC7-like 3 (S. cerevisiae),4762.971086,0.013201946,0.061859097,0.657064407,0.942367796
Acvr1,Acvr1,Acvr1,11477,"activin A receptor, type 1",8.926506139,0.004816187,0.09045206,0.657105734,NA
ENSMUSG00000110079.1,NA,ENSMUSG00000110079.1,NA,NA,32.62888784,-0.006639572,0.084175959,0.657148661,0.942367796
Ankrd13c,Ankrd13c,Ankrd13c,433667,ankyrin repeat domain 13c,1538.140079,-0.013083464,0.062259977,0.657179472,0.942367796
Fam20b,Fam20b,Fam20b,215015,"FAM20B, glycosaminoglycan xylosylkinase",1039.936334,0.013970042,0.058786765,0.657209551,0.942367796
Plxna1,Plxna1,Plxna1,18844,plexin A1,11.9123858,0.005628057,0.087660038,0.65722052,NA
Mccc1os,Mccc1os,Mccc1os,654424,"methylcrotonoyl-Coenzyme A carboxylase 1 (alpha), opposite strand",25.50747121,0.00699164,0.082919617,0.65732895,NA
ENSMUSG00000112652.1,NA,ENSMUSG00000112652.1,NA,NA,1.927231407,0.002572941,0.098542541,0.657635756,NA
Mgmt,Mgmt,Mgmt,17314,O-6-methylguanine-DNA methyltransferase,2.014892959,0.002405147,0.099174594,0.657671349,NA
ENSMUSG00000084775.2,NA,ENSMUSG00000084775.2,NA,NA,57.66184333,-0.008548372,0.077228562,0.657871445,0.943010204
ENSMUSG00000115276.1,NA,ENSMUSG00000115276.1,NA,NA,370.8275421,-0.011261592,0.068025756,0.657898036,0.943010204
ENSMUSG00000085439.1,NA,ENSMUSG00000085439.1,NA,NA,15.73376079,0.006343886,0.085145745,0.65791809,NA
U2af1l4,U2af1l4,U2af1l4,233073,U2 small nuclear RNA auxiliary factor 1-like 4,9.765548221,0.005085046,0.089469756,0.657996181,NA
ENSMUSG00000081497.1,NA,ENSMUSG00000081497.1,NA,NA,7.627036768,0.004062392,0.093052962,0.658019977,NA
Usp36,Usp36,Usp36,72344,ubiquitin specific peptidase 36,1596.096535,-0.014818119,0.052961965,0.658031736,0.943010204
Msh3,Msh3,Msh3,17686,mutS homolog 3,1207.963757,0.01485024,0.052548608,0.658032569,0.943010204
Atxn7l1,Atxn7l1,Atxn7l1,380753,ataxin 7-like 1,2180.100423,-0.013988766,0.058531852,0.658037936,0.943010204
Traj7,Traj7,Traj7,100124396,T cell receptor alpha joining 7,14.30179654,-0.005523653,0.087960485,0.658055626,NA
Rybp,Rybp,Rybp,56353,RING1 and YY1 binding protein,172.1495647,-0.010283902,0.071128439,0.658233442,0.943103704
Wdr20,Wdr20,Wdr20,69641,WD repeat domain 20,2241.521857,0.014738706,0.053716514,0.658255344,0.943103704
ENSMUSG00000085932.1,NA,ENSMUSG00000085932.1,NA,NA,1.607264798,0.002668657,0.098160771,0.658284588,NA
